,Point,station,lp_code,hc_num,dam_num,xs_id,note,channel_present,bed_surface,veg,bank conditions,x,y,z,survey_date,latlon_err,elev_error,gps_xy_err,gps_z_erro,ts_xy_erro,ts_z_error,distance
529,1261.0,20,thalweg,,,,pronounced incision,,,,terrace,2175890.119,640297.3391,1906.45,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1803.28240719
530,1262.0,20,thalweg,,,,pronounced incision,,,,terrace,2175889.011,640294.9452,1906.636,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1805.92028915
531,1263.0,20,thalweg,,,,pronounced incision,,,,terrace,2175888.398,640292.4571,1906.907,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1808.48279
532,1264.0,20,thalweg,,,,pronounced incision,,,,terrace,2175887.715,640291.2053,1906.732,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1809.90879569
533,1265.0,20,thalweg,,,,,,,,,2175888.679,640288.88,1906.788,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1812.42599971
534,1266.0,20,thalweg,,,,,,,,,2175887.165,640287.0043,1906.617,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1814.83648649
535,1267.0,20,thalweg,,,,,,,,,2175885.094,640284.3989,1907.017,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1818.16472178
536,1268.0,20,thalweg,,,,,,,,,2175884.328,640281.6626,1907.007,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1821.00621675
537,1269.0,20,thalweg,,,,,,,,,2175882.059,640278.9355,1907.055,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1824.55381248
538,1270.0,20,thalweg,,,,,,,,,2175881.247,640277.9895,1906.759,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1825.80051212
539,1271.0,20,thalweg,,,,,,,,,2175879.942,640277.4606,1906.614,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1827.20861731
540,1272.0,20,thalweg,,,,,,,,,2175878.269,640276.9739,1906.568,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1828.95097372
541,1273.0,20,thalweg,,,,,,,,,2175874.861,640276.8383,1906.936,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1832.36167033
542,1274.0,20,thalweg,,,,,,,,,2175871.125,640276.8785,1906.897,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1836.09788661
543,1275.0,20,thalweg,,,,,,,,,2175867.716,640278.6928,1906.962,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1839.9596175
544,1324.0,21,thalweg,,,,,,,,,2175867.006,640279.1631,1906.297,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1840.81125245
545,1325.0,21,thalweg,,,,,,,,,2175865.801,640279.8006,1906.196,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1842.17449537
546,1326.0,21,thalweg,,,,,,,,,2175863.114,640282.3957,1906.917,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1845.91006935
547,1327.0,21,thalweg,,,,,,,,,2175865.247,640286.0542,1906.623,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1850.14496147
548,1328.0,21,thalweg,,,,,,,,,2175865.394,640288.2787,1906.731,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1852.37431323
549,1329.0,21,thalweg,,,,,,,,,2175865.012,640291.755,1906.567,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1855.87153865
550,1330.0,21,thalweg,,,,,,,,,2175862.011,640292.5305,1906.682,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1858.97111947
551,1331.0,21,thalweg,,,,,,,,,2175858.295,640292.674,1906.886,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1862.6898892
552,1332.0,21,thalweg,,,,,,,,,2175859.04,640296.4442,1906.987,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1866.5329912
553,1333.0,21,thalweg,,,,,,,,,2175859.499,640300.9535,1907.104,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1871.06559172
554,1334.0,21,thalweg,,,,,,,,,2175861.126,640304.6305,1906.844,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1875.08646949
555,1335.0,21,thalweg,,,,,,,,,2175863.752,640305.6652,1906.536,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1877.90896486
556,1336.0,21,thalweg,,,,,,,,,2175866.602,640307.0561,1906.933,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1881.08025841
557,1337.0,21,thalweg,,,,,,,,,2175869.319,640307.2809,1907.171,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1883.80654234
558,1338.0,21,thalweg,,,,,,,,,2175870.325,640309.1869,1907.095,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1885.96173885
559,1339.0,21,thalweg,,,,"end of riffle with pebble bed, only one since confluence",,pebble,,,2175874.415,640311.4334,1907.088,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1890.62809312
560,1340.0,21,thalweg,,,,scour hole,,,,,2175875.143,640312.0117,1906.501,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1891.55783228
561,1341.0,21,thalweg,,,,scour hole,,,,,2175876.919,640314.1143,1906.436,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1894.31012273
562,1342.0,21,thalweg,,,,scour hole,,,,,2175878.274,640316.5136,1906.571,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1897.06560191
563,1343.0,21,thalweg,,,,scour hole,,,,,2175877.575,640318.5788,1906.374,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1899.24588906
564,1344.0,21,thalweg,,,,scour hole,,,,,2175876.566,640321.6703,1906.796,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1902.49788125
565,1345.0,21,thalweg,,,,"riffle, pebble bed",,pebble,,,2175874.184,640324.3092,1906.91,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1906.05283796
566,1346.0,21,thalweg,,,,,,,,,2175871.961,640328.1429,1907.053,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1910.48442737
567,1347.0,21,thalweg,,,,,,,,,2175869.446,640329.6155,1906.873,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1913.39883568
568,1348.0,21,thalweg,,,,,,,,,2175865.015,640329.0019,1906.791,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1917.87211925
569,1349.0,21,thalweg,,,,,,,,,2175862.441,640327.5435,1906.799,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1920.8305659
570,1350.0,21,thalweg,,,,,,,,,2175859.214,640325.9651,1906.874,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1924.42290157
571,1351.0,21,thalweg,,,,,,,,,2175856.75,640321.8719,1907.026,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1929.20051418
572,1354.0,22,thalweg,,,,,,,,"lcb, rcb",2175851.224,640312.1751,1906.862,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1940.36136568
573,1355.0,22,thalweg,,,,,,,,"lcb, rcb",2175850.064,640311.448,1906.54,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1941.7304071
574,1356.0,22,thalweg,,,,,,,,"lcb, rcb",2175848.234,640310.876,1906.423,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1943.64771876
575,1357.0,22,thalweg,,,,,,,,"lcb, rcb",2175846.898,640310.4058,1906.523,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1945.06404642
576,1358.0,22,thalweg,,,,,,,,"lcb, rcb",2175843.028,640310.9809,1906.784,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1948.97654434
577,1359.0,22,thalweg,,,,,,,,"lcb, rcb",2175840.256,640311.6097,1906.468,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1951.81896821
578,1360.0,22,thalweg,,,,,,,,"lcbs, rcb",2175839.904,640312.7488,1906.597,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1953.01121517
579,1361.0,22,thalweg,,,,,,,,"lcbs, rcb",2175837.376,640314.785,1906.537,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1956.25727346
580,1362.0,22,thalweg,,,,,,,,"lcbs, rcb",2175836.337,640319.2498,1906.588,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1960.84137207
581,1363.0,22,thalweg,,,,,,,,"lcbs, rcb",2175838.304,640323.834,1906.932,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1965.82975644
582,1364.0,22,thalweg,,,,,,,,"lcb, rcb",2175837.998,640327.669,1906.905,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1969.67694515
583,1365.0,22,thalweg,,,,,,,,"lcb, rcb",2175836.988,640330.8882,1906.903,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1973.050867
584,1366.0,22,thalweg,,,,,,,,"lcb, rcb",2175834.091,640335.4776,1906.683,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1978.47813163
585,1367.0,22,thalweg,,,,rb inset floodplain,,,,left collapsed bank,2175832.751,640335.8418,1906.227,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1979.86674304
586,1368.0,22,thalweg,,,,,,,,,2175829.195,640338.1409,1906.671,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1984.10124381
587,1369.0,22,thalweg,,,,,,,,,2175827.107,640337.5347,1906.628,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1986.27546147
588,1370.0,22,thalweg,,,,,,,,,2175825.121,640337.7508,1906.769,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1988.27318398
589,1371.0,22,thalweg,,,,,,,,,2175822.53,640334.5689,1906.577,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1992.376569
590,1372.0,22,thalweg,,,,,,,,,2175820.233,640335.2187,1906.696,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1994.76371144
591,1373.0,22,thalweg,,,,,,,,,2175817.236,640335.6402,1906.778,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,1997.79020632
592,1374.0,22,thalweg,,,,,,,,,2175814.596,640336.6093,1906.666,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2000.60245716
593,1375.0,22,thalweg,,,,,,,,,2175811.572,640339.1074,1906.843,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2004.52483904
594,1376.0,22,thalweg,,,,,,,,,2175808.864,640340.443,1906.91,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2007.54429121
595,1379.0,23,thalweg,,,,,,,,"lcb, rcb",2175808.154,640342.9047,1906.491,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2010.1063347
596,1380.0,23,thalweg,,,,,,,,"lcb, rcb",2175807.571,640345.2357,1906.555,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2012.50913515
597,1381.0,23,thalweg,,,,,,,,"lcb, rcb",2175807.374,640349.4192,1906.564,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2016.69727093
598,1382.0,23,thalweg,,,,,,,,"lcb, rcb",2175809.932,640350.778,1906.522,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2019.59376906
599,1383.0,23,thalweg,,,,,,,,"lcb, rcb",2175810.646,640353.8405,1906.536,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2022.73839976
600,1384.0,23,thalweg,,,,,,,,"lcb, rcb",2175810.247,640356.8675,1906.507,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2025.79158335
601,1385.0,23,thalweg,,,,,,,,"lcb, rcb",2175811.817,640360.0018,1906.714,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2029.29711276
602,1386.0,23,thalweg,,,,,,,,"lcb, rcb",2175813.631,640362.0959,1906.679,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2032.06764535
603,1387.0,23,thalweg,,,,,,,,"lcb, rcb",2175815.202,640364.8657,1906.673,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2035.2519558
604,1388.0,23,thalweg,,,,end or riff,,,,"lcb, rcb",2175815.955,640366.8572,1906.698,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2037.38105919
605,1389.0,23,thalweg,,,,,,,,"lcb, rcb",2175816.477,640368.3926,1906.228,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2039.00276729
606,1390.0,23,thalweg,,,,,,,,"lcb, rcb",2175818.025,640369.1221,1906.1,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2040.71404583
607,1391.0,23,thalweg,,,,,,,,"lcb, rcb",2175819.078,640370.1596,1906.215,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2042.19229319
608,1392.0,23,thalweg,,,,,,,,"lcb, rcb",2175821.384,640370.4989,1906.315,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2044.52312147
609,1393.0,23,thalweg,,,,,,,,"lcb, rcb",2175825.163,640371.1083,1906.438,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2048.35094192
610,1394.0,23,thalweg,,,,,,,,"lcb, rcb",2175829.791,640369.7091,1906.445,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2053.18583019
611,1395.0,23,thalweg,,,,,,,,"lcb, rcb",2175832.548,640371.402,1906.188,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2056.42109825
612,1396.0,23,thalweg,,,,,,,,"lcb, rcb",2175835.283,640373.9133,1906.176,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2060.13416339
613,1397.0,23,thalweg,,,,,,,,"lcb, rcb",2175836.312,640376.0296,1906.552,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2062.48736688
614,1398.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175835.81,640379.9547,1906.413,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2066.44443828
615,1399.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175835.216,640382.3741,1906.161,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2068.93568944
616,1400.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175833.388,640385.0002,1906.358,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2072.13537461
617,1401.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175829.949,640386.7342,1906.338,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2075.98679993
618,1402.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175826.63,640386.7593,1906.512,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2079.30589484
619,1403.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175825.154,640387.8848,1906.467,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2081.16205385
620,1404.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175821.88,640388.4673,1906.599,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2084.48746844
621,1405.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175819.413,640389.1248,1906.592,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2087.04058326
622,1406.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175816.129,640390.5753,1906.683,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2090.63065377
623,1407.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175812.886,640393.6031,1906.516,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2095.06738926
624,1408.0,23,thalweg,,,,,,,,"ruc, rcb, lcb",2175809.543,640393.4752,1906.441,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2098.41283503
625,1409.0,23,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175806.363,640394.9232,1906.472,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2101.90698786
626,1410.0,23,thalweg,,,,,,,,"luc, rcb, lcb",2175802.582,640391.9897,1906.345,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2106.69252683
627,1411.0,23,thalweg,,,,,,,,"rcb, lcb",2175801.438,640394.3437,1906.312,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2109.30978723
628,1412.0,23,thalweg,,,,,,,,"rcb, lcb",2175797.579,640395.735,1906.26,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2113.41193261
629,1413.0,23,thalweg,,,,,,,,"rcb, lcb",2175794.45,640397.4923,1906.356,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2117.00062935
630,1414.0,23,thalweg,,,,,,,,"rcb, lcb",2175792.347,640397.5138,1906.58,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2119.10373925
631,1415.0,23,thalweg,,,,,,,,"rcb, lcb",2175789.292,640399.5993,1906.367,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2122.80270333
632,1416.0,23,thalweg,,,,,,,,"rcb, lcb",2175785.794,640399.6491,1906.364,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2126.3010578
633,1419.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175784.72,640396.4969,1906.596,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2129.63119907
634,1420.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175780.545,640396.6949,1906.573,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2133.81089152
635,1421.0,24,thalweg,,,,,,,,"luc, rcb",2175776.549,640399.0386,1906.391,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2138.44348752
636,1422.0,24,thalweg,,,,,,,,"lucx, rcb, lcb",2175775.056,640402.2491,1906.031,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2141.98415966
637,1423.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175776.572,640405.4887,1906.277,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2145.56092694
638,1424.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175776.987,640406.5278,1906.563,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2146.67983436
639,1425.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175778.307,640408.5744,1906.473,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2149.11519297
640,1426.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175778.579,640409.1008,1905.929,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2149.70771382
641,1427.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175779.328,640410.02,1905.829,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2150.89343286
642,1428.0,24,thalweg,,,,,,hard clay resistant bed,,"lucx, ruc, rcb, lcb",2175781.811,640411.6206,1906.048,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2153.84761792
643,1429.0,24,thalweg,,,,,,,,"lucx, ruc, rcb, lcb",2175784.018,640412.6138,1906.303,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2156.26780288
644,1431.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175786.429,640417.8569,1906.407,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2162.03867964
645,1432.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175787.866,640419.9951,1906.475,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2164.61489164
646,1433.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175788.207,640423.0912,1906.421,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2167.72971366
647,1434.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175790.583,640424.9509,1906.415,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2170.74697402
648,1435.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175793.499,640427.1122,1906.634,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2174.37661225
649,1436.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175794.325,640427.663,1906.471,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2175.36941467
650,1437.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175796.942,640428.2866,1906.371,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2178.05968714
651,1438.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175799.034,640429.4069,1906.393,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2180.43277291
652,1439.0,24,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175800.558,640429.4214,1906.222,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2181.95684189
653,1440.0,24,thalweg,,,,channel widens,,,,"luc, ruc, lcb, rcbx",2175801.782,640429.9295,1906.034,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2183.28211228
654,1441.0,24,thalweg,,,,channel widens,,,,"luc, ruc, lcb, rcbx",2175803.707,640431.5786,1906.256,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2185.81690138
655,1442.0,24,thalweg,,,,,,,willow falling into channel,"ruc, lcb, rcbx",2175805.043,640433.7239,1906.269,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2188.34419403
656,1443.0,24,thalweg,,,,,,,,"luc, ruc, lcb, rcb",2175806.444,640438.7829,1906.193,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2193.5936018
657,1444.0,24,thalweg,,,,,,,,"luc, ruc, lcb, rcb",2175805.219,640442.1343,1906.6,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2197.16186566
658,1445.0,24,thalweg,,,,,,mid-channel sand bar,,"luc, ruc, lcb, rcb",2175803.66,640445.4003,1906.463,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2200.78087616
659,1446.0,24,thalweg,,,,,,mid-channel sand bar,,"luc, ruc, lcb, rcb",2175800.505,640447.8746,1906.582,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2204.79038804
660,1447.0,24,thalweg,,,,,,,,"luc, lcb, rcb",2175796.484,640448.4064,1906.621,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2208.84640237
661,1448.0,24,thalweg,,,,,,,,"luc, lcb, rcb",2175794.195,640451.2579,1906.362,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2212.50298181
662,1449.0,24,thalweg,,,,,,,,"luc, lcb, rcb",2175788.847,640451.3689,1906.246,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2217.85213361
663,1450.0,24,thalweg,,,,,,,,"rucx, lcb, rcb",2175785.225,640447.7476,1906.407,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2222.97392019
664,1451.0,24,thalweg,,,,,,,,"rucx, lcb, rcb",2175783.13,640445.9188,1906.454,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2225.75484349
665,1455.0,25,thalweg,,,,,,,,"luc, lcb, rcb",2175780.904,640442.3508,1906.435,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2229.96028045
666,1452.0,24,thalweg,,,,,,,,"rucx, lcb, rcb",2175780.702,640441.9719,1906.373,7/25/14 0:00,96.46387036,0.271900717,0.075,0.169,,,2230.38966281
667,1456.0,25,thalweg,,,,,,,,"luc, lcb, rcb",2175779.564,640439.3248,1906.022,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2233.27101361
668,1457.0,25,thalweg,,,,,,,,"luc, lcb, rcb",2175778.355,640435.9096,1906.252,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2236.89389534
669,1458.0,25,thalweg,,,,,,,,"luc, lcb, rcb",2175776.483,640434.3483,1906.22,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2239.33152568
670,1459.0,25,thalweg,,,,,,,,"luc, lcb, rcb",2175775.011,640432.8978,1906.344,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2241.39810117
671,1460.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175772.104,640432.1889,1906.145,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2244.39028903
672,1461.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175768.1,640431.7417,1906.358,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2248.41918514
673,1462.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175764.092,640432.9498,1906.151,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2252.60530143
674,1463.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175762.022,640434.9273,1906.162,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2255.46806343
675,1464.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175760.089,640437.1652,1906.39,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2258.42520485
676,1465.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175759.024,640437.8214,1906.172,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2259.67613388
677,1466.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175759.103,640440.8869,1906.131,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2262.74265166
678,1467.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175759.38,640443.241,1905.929,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2265.11299252
679,1468.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175759.6,640444.8378,1905.945,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2266.72487659
680,1469.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175761.858,640447.4869,1905.948,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2270.20572344
681,1470.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175764.162,640447.961,1906.005,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2272.55799613
682,1471.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175767.761,640447.2223,1906.368,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2276.23202371
683,1472.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175769.824,640449.3766,1906.408,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2279.21480387
684,1473.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175771.617,640451.9567,1906.298,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2282.35674038
685,1474.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175773.02,640453.8602,1906.351,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2284.72142244
686,1475.0,25,thalweg,,,,,,,,"luc, ruc, rcb, lcb",2175774.969,640455.6835,1906.278,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2287.39032182
687,1476.0,25,thalweg,,,,,,,,"luc, ruc, lcb, rcbx",2175776.134,640456.8825,1906.094,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2289.06209513
688,1477.0,25,thalweg,,,,,,,,"luc, ruc, lcb, rcb",2175776.942,640459.09,1906.27,7/25/14 0:00,138.892469,0.263229938,0.126,0.259,,,2291.41282273
